Rainfall_mm,Rainfall_Duration_hr,Soil_pH,Fertilizer_kg_per_acre,Pesticide_kg_per_acre,Runoff_Volume_liters,Water_pH,Nitrate_mg_L,Phosphate_mg_L,Toxicity_Label
112.36203565420875,22.84178620063303,7.695981825434215,199.66462104925915,12.020838819909644,864.373149647393,6.1452090304204985,43.44263114297183,6.051038616257767,Safe
212.42177333881364,0.9837356159513575,8.409729556485983,258.11066020010543,14.555259980522427,990.942339314793,6.458511274633585,15.907869905017348,5.295088673159155,Safe
129.58350559263474,7.343884794653985,7.335558684167138,84.87346516301045,18.146509184084817,1895.1730321390894,7.1401749605425895,39.473622108257665,2.0767704433677614,Safe
154.27033152408347,14.421742368257998,5.6393512381599935,201.8862129753596,12.673585565928118,418.75280562786963,8.372213843133334,48.315969620653405,8.103133746352965,Safe
91.3841307520112,2.795294679150021,7.55269907953647,160.03812343490034,10.491720568015047,2526.366859545224,6.085971302788046,45.556699701860325,2.6619218178401676,Safe
198.75668530619458,7.825210288101157,7.060204063533432,186.67756983581992,13.318450498648717,4850.9646760463365,7.937832058402787,47.035448136645265,8.958790769233723,Safe
179.36999364332553,22.164044523043245,5.765477506155759,98.9957156047863,7.035228000974213,1694.1186207399953,6.971693224223705,14.2961025569209,8.3045013406041,Safe
107.02599800807678,7.101960977653448,7.128088249474745,85.23105624369066,41.098864133931784,465.298154030877,8.467217341501293,38.839993695536215,2.0672852471883068,Safe
1.6566351370807197,19.663343568688603,7.620572031542851,232.25179201024682,39.70716560086756,462.81879349704275,6.896164321360682,6.677583916731356,8.644723916168376,Safe
186.98943804826737,8.276103584037255,5.690675050858071,127.74558042891555,19.633249491203618,3675.0702738565137,7.593893678388033,44.47342438624,4.7749277591032975,Safe
35.87827378149051,17.261252499740383,7.782355145850692,190.31929939237406,39.69352309795524,2519.5984221855147,7.306832073454985,21.94950989956893,0.35164935476654235,Safe
32.367428097991336,1.238585863638255,7.409231233791341,128.58899526908166,27.885681102411624,4547.075722237856,6.623230572872187,21.108763228745858,7.579956271576182,Safe
68.63944964748674,2.309027880976635,6.369254358741304,90.30532181350111,46.83639435541579,4059.789859865643,7.583509391276059,43.701568919198166,8.056353561301233,Safe
55.97101766581075,21.475136464514478,7.118026725746953,251.86003879101563,45.324108496557194,1658.217027362133,6.275129811319192,12.168822964555142,4.328367107399937,Safe
245.40442977674795,20.727168706524072,5.520856391593572,177.68682564439143,23.783495141695056,1188.3282713065782,6.299663418334207,17.54314339877777,9.43480606873394,Safe
96.96087960622657,12.691579610969104,7.609056876685534,140.9074005948235,48.73019372244323,4815.991745216345,6.629455739563411,25.365176788726888,3.0786952671860197,Safe
85.45214831324029,1.3668432628315208,7.3286930019396905,175.66975580721538,7.316543806249521,1465.367674759396,8.270664714916634,12.73853264268165,1.5344592337031087,Safe
146.8358280832689,23.662785671599117,6.226165814534501,218.03388685146965,39.27288268979229,1264.4239655627584,7.820540871529649,19.021373503243407,6.359827722876437,Safe
